OD,strain,ODb,biomass,time,carbon
0.037,B,0.0006038251366117242,2.40926229508078e-06,9.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,9.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,9.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,9.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,10.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,10.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,10.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,10.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,11.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,11.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,11.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,11.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,12.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,12.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,12.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,12.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,13.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,13.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,13.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,13.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,14.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,14.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,14.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,14.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,15.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,15.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,15.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,15.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,16.23888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,16.48888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,16.73888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,16.98888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,17.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,17.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,17.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,17.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,18.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,18.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,18.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,18.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,19.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,19.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,19.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,19.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,20.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,20.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,20.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,20.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,21.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,21.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,21.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,21.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,22.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,22.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,22.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,22.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,23.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,23.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,23.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,23.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.238888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,24.488888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,24.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.988888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,26.238888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,26.488888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,26.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,26.988888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,27.238888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,27.488888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,27.738888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,27.988888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,28.238888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,28.488888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,28.738888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,28.988888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,29.238888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,29.488888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,29.738888888888887,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,29.988888888888887,nan
0.039,B,0.002603825136611726,1.0389262295080787e-05,30.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,0.0,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,0.2388888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,0.4888888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,0.7388888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,0.9888888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,1.2388888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,1.4888888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,1.7388888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,1.9888888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,2.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,2.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,2.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,2.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,3.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,3.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,3.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,3.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,4.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,4.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,4.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,4.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,5.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,5.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,5.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,5.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,7.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,7.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,7.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,7.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,8.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,8.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,8.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,8.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,9.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,9.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,9.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,9.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,10.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,10.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,10.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,10.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,11.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,11.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,11.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,11.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,12.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,12.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,12.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,12.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,13.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,13.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,13.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,13.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,14.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,14.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,14.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,14.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,15.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,15.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,15.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,15.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,16.23888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,16.48888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,16.73888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,16.98888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,17.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,17.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,17.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,17.988888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,18.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,18.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,18.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,18.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,19.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,19.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,19.738888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,19.988888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,20.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,20.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,20.738888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,20.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,21.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,21.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,21.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,21.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,22.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,22.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,22.738888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,22.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,23.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,23.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,23.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,23.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,26.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,26.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,26.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,26.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,27.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,27.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,27.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,27.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,28.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,28.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,28.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,28.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,29.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,29.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,29.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,29.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,30.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,0.0,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,0.2388888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,0.4888888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,0.7388888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,0.9888888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,1.2388888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,1.4888888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,1.7388888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,1.9888888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,2.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,2.488888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,2.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,2.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,3.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,3.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,3.738888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,3.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,4.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,4.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,4.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,4.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,5.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,5.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,5.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,5.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.988888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,7.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,7.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,7.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,7.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,8.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,8.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,8.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,8.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,9.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,9.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,9.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,9.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,10.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,10.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,10.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,10.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,11.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,11.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,11.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,11.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,12.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,12.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,12.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,12.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,13.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,13.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,13.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,13.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,14.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,14.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,14.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,14.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,15.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,15.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,15.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,15.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,16.23888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,16.48888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,16.73888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,16.98888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,17.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,17.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,17.738888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,17.988888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,18.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,18.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,18.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,18.988888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,19.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,19.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,19.738888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,19.988888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,20.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,20.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,20.738888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,20.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,21.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,21.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,21.738888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,21.988888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,22.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,22.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,22.738888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,22.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,23.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,23.488888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,23.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,23.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,24.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,25.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,26.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,26.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,26.738888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,26.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,27.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,27.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,27.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,27.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,28.238888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,28.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,28.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,28.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,29.238888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,29.488888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,29.738888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,29.988888888888887,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,30.238888888888887,nan
0.035,B,-0.0013961748633882706,-5.5707377049192e-06,0.0,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,0.2388888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,0.4888888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,0.7388888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,0.9888888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,1.2388888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,1.4888888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,1.7388888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,1.9888888888888887,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,2.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,2.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,2.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,2.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,3.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,3.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,3.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,3.988888888888889,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,4.238888888888889,nan
0.037,B,0.0006038251366117242,2.40926229508078e-06,4.488888888888889,nan
0.038,B,0.001603825136611725,6.399262295080784e-06,4.738888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,4.988888888888889,nan
0.035,B,-0.0013961748633882706,-5.5707377049192e-06,5.238888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,5.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,5.738888888888889,nan
0.035,B,-0.0013961748633882706,-5.5707377049192e-06,5.988888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.238888888888889,nan
0.035,B,-0.0013961748633882706,-5.5707377049192e-06,6.488888888888889,nan
0.036,B,-0.0003961748633882767,-1.580737704919224e-06,6.738888888888889,nan
0.035,B,-0.0013961748633882706,-5.5707377049192e-06,6.988888888888889,nan
